Timestamp,Hour,Plant_Type,Growth_Stage,NDVI_Camera_Index,Sunlight_Actual,Sunlight_Forecast,Price_PLN_kWh,CO2_g_kWh,Target_DLI,Max_Threshold_Lux
2026-02-22 06:00:00,6,Tomato,0.43,0.34,51.89,56.93,0.49,658,18.6,800
2026-02-22 07:00:00,7,Tomato,0.4,0.3,184.89,182.92,1.44,1059,18.0,800
2026-02-22 08:00:00,8,Orchid,0.62,0.47,7.11,6.2,1.03,960,6.96,200
2026-02-22 09:00:00,9,Tomato,0.29,0.23,576.65,565.21,0.98,891,15.8,800
2026-02-22 10:00:00,10,Aglaonema,0.7,0.59,456.97,449.37,0.44,730,11.0,600
2026-02-22 11:00:00,11,Tomato,0.44,0.39,884.08,866.32,0.49,689,18.8,800
2026-02-22 12:00:00,12,Aglaonema,0.7,0.58,478.36,466.39,0.41,502,11.0,600
2026-02-22 13:00:00,13,Aglaonema,0.25,0.19,466.39,534.0,0.63,488,6.5,600
2026-02-22 14:00:00,14,Tomato,1.0,0.77,842.1,859.73,0.45,489,30.0,800
2026-02-22 15:00:00,15,Primula,0.13,0.15,262.87,286.91,0.61,490,6.34,400
2026-02-22 16:00:00,16,Primula,0.76,0.63,340.84,363.28,0.64,469,17.68,400
2026-02-22 17:00:00,17,Tomato,0.68,0.51,380.44,329.25,1.44,861,23.6,800
2026-02-22 18:00:00,18,Orchid,0.09,0.07,70.57,69.62,0.98,1095,2.72,200
2026-02-22 19:00:00,19,Tomato,0.06,0.04,137.32,155.2,1.36,948,11.2,800
2026-02-22 20:00:00,20,Aglaonema,0.57,0.48,0.0,0.0,1.42,973,9.7,600
2026-02-22 21:00:00,21,Tomato,0.77,0.64,0.0,0.0,0.5,466,25.4,800
2026-02-22 22:00:00,22,Aglaonema,0.44,0.31,0.0,0.0,0.41,500,8.4,600
2026-02-22 23:00:00,23,Aglaonema,0.96,0.75,0.0,0.0,0.64,476,13.6,600
2026-02-23 00:00:00,0,Primula,0.07,0.02,0.0,0.0,0.6,578,5.26,400
2026-02-23 01:00:00,1,Tomato,0.54,0.4,0.0,0.0,0.48,481,20.8,800
2026-02-23 02:00:00,2,Tomato,0.88,0.7,0.0,0.0,0.49,602,27.6,800
2026-02-23 03:00:00,3,Primula,0.55,0.49,0.0,0.0,0.55,525,13.9,400
2026-02-23 04:00:00,4,Tomato,0.53,0.43,0.0,0.0,0.51,575,20.6,800
2026-02-23 05:00:00,5,Orchid,0.64,0.55,0.0,0.0,0.48,689,7.12,200
2026-02-23 06:00:00,6,Primula,0.21,0.21,0.0,0.0,0.49,628,7.78,400
2026-02-23 07:00:00,7,Primula,0.09,0.08,184.84,211.24,1.08,855,5.62,400
2026-02-23 08:00:00,8,Aglaonema,0.73,0.59,296.75,293.75,1.35,1089,11.3,600
2026-02-23 09:00:00,9,Primula,0.87,0.7,364.39,387.37,1.27,941,19.66,400
2026-02-23 10:00:00,10,Orchid,0.28,0.22,264.21,257.39,0.43,706,4.24,200
2026-02-23 11:00:00,11,Primula,0.93,0.7,342.62,313.31,0.55,728,20.74,400
2026-02-23 12:00:00,12,Tomato,0.48,0.42,932.86,872.5,0.48,615,19.6,800
2026-02-23 13:00:00,13,Aglaonema,0.51,0.41,740.64,773.69,0.46,669,9.1,600
2026-02-23 14:00:00,14,Orchid,0.35,0.3,313.73,309.46,0.56,710,4.8,200
2026-02-23 15:00:00,15,Aglaonema,0.4,0.31,583.99,558.39,0.65,745,8.0,600
2026-02-23 16:00:00,16,Primula,0.36,0.28,176.27,183.83,0.6,615,10.48,400
2026-02-23 17:00:00,17,Orchid,0.83,0.65,0.0,0.0,1.21,927,8.64,200
2026-02-23 18:00:00,18,Aglaonema,0.58,0.42,23.89,26.56,1.36,1020,9.8,600
2026-02-23 19:00:00,19,Orchid,0.71,0.61,0.0,0.0,1.14,1017,7.68,200
2026-02-23 20:00:00,20,Orchid,0.33,0.26,0.0,0.0,1.2,986,4.64,200
2026-02-23 21:00:00,21,Tomato,0.71,0.53,0.0,0.0,0.61,456,24.2,800
2026-02-23 22:00:00,22,Orchid,0.72,0.59,0.0,0.0,0.52,654,7.76,200
2026-02-23 23:00:00,23,Tomato,0.3,0.19,0.0,0.0,0.41,717,16.0,800
2026-02-24 00:00:00,0,Aglaonema,0.46,0.34,0.0,0.0,0.55,542,8.6,600
2026-02-24 01:00:00,1,Orchid,0.49,0.37,0.0,0.0,0.42,453,5.92,200
2026-02-24 02:00:00,2,Aglaonema,0.57,0.44,0.0,0.0,0.41,591,9.7,600
2026-02-24 03:00:00,3,Tomato,0.08,0.09,0.0,0.0,0.46,669,11.6,800
2026-02-24 04:00:00,4,Aglaonema,0.45,0.38,0.0,0.0,0.46,532,8.5,600
2026-02-24 05:00:00,5,Primula,0.58,0.51,0.0,0.0,0.63,587,14.44,400
2026-02-24 06:00:00,6,Primula,0.98,0.75,0.0,0.0,0.61,633,21.64,400
2026-02-24 07:00:00,7,Primula,0.13,0.14,220.48,194.55,1.14,958,6.34,400
2026-02-24 08:00:00,8,Aglaonema,0.46,0.33,156.51,133.71,1.24,859,8.6,600
2026-02-24 09:00:00,9,Orchid,0.87,0.65,29.67,31.58,1.12,874,8.96,200
2026-02-24 10:00:00,10,Aglaonema,0.33,0.3,608.39,547.47,0.57,578,7.3,600
2026-02-24 11:00:00,11,Aglaonema,0.23,0.19,558.23,508.67,0.56,662,6.3,600
2026-02-24 12:00:00,12,Orchid,0.84,0.63,265.67,281.95,0.48,682,8.72,200
2026-02-24 13:00:00,13,Primula,0.33,0.23,482.02,511.52,0.64,470,9.94,400
2026-02-24 14:00:00,14,Orchid,0.61,0.45,102.75,114.03,0.47,634,6.88,200
2026-02-24 15:00:00,15,Orchid,0.46,0.33,308.9,286.08,0.65,608,5.68,200
2026-02-24 16:00:00,16,Aglaonema,0.75,0.55,338.84,298.59,0.5,722,11.5,600
2026-02-24 17:00:00,17,Orchid,0.8,0.66,102.68,105.93,1.37,1065,8.4,200
2026-02-24 18:00:00,18,Orchid,0.39,0.29,140.88,156.6,1.36,960,5.12,200
2026-02-24 19:00:00,19,Orchid,0.32,0.28,0.0,0.0,1.39,891,4.56,200
2026-02-24 20:00:00,20,Orchid,0.44,0.32,0.0,0.0,1.24,1023,5.52,200
2026-02-24 21:00:00,21,Primula,0.57,0.49,0.0,0.0,0.6,532,14.26,400
2026-02-24 22:00:00,22,Aglaonema,0.88,0.66,0.0,0.0,0.6,558,12.8,600
2026-02-24 23:00:00,23,Aglaonema,0.28,0.27,0.0,0.0,0.58,457,6.8,600
2026-02-25 00:00:00,0,Orchid,0.87,0.7,0.0,0.0,0.63,680,8.96,200
2026-02-25 01:00:00,1,Tomato,0.07,0.05,0.0,0.0,0.64,537,11.4,800
2026-02-25 02:00:00,2,Primula,0.81,0.6,0.0,0.0,0.46,534,18.58,400
2026-02-25 03:00:00,3,Tomato,0.89,0.73,0.0,0.0,0.46,569,27.8,800
2026-02-25 04:00:00,4,Aglaonema,0.82,0.66,0.0,0.0,0.56,661,12.2,600
2026-02-25 05:00:00,5,Primula,0.19,0.11,0.0,0.0,0.5,634,7.42,400
2026-02-25 06:00:00,6,Orchid,0.95,0.75,29.32,31.65,0.58,749,9.6,200
2026-02-25 07:00:00,7,Primula,0.78,0.63,92.72,103.62,1.2,940,18.04,400
2026-02-25 08:00:00,8,Aglaonema,0.75,0.62,136.38,130.11,1.34,1099,11.5,600
2026-02-25 09:00:00,9,Orchid,0.75,0.55,110.02,112.71,1.34,1057,8.0,200
2026-02-25 10:00:00,10,Orchid,0.73,0.63,22.94,25.7,0.45,513,7.84,200
2026-02-25 11:00:00,11,Aglaonema,0.32,0.24,451.46,399.97,0.58,530,7.2,600
2026-02-25 12:00:00,12,Aglaonema,0.69,0.52,655.84,727.34,0.4,613,10.9,600
2026-02-25 13:00:00,13,Tomato,0.74,0.6,836.16,920.66,0.58,558,24.8,800
2026-02-25 14:00:00,14,Orchid,0.47,0.36,118.63,120.78,0.49,456,5.76,200
2026-02-25 15:00:00,15,Tomato,0.56,0.5,752.01,763.9,0.51,626,21.2,800
2026-02-25 16:00:00,16,Tomato,0.63,0.53,535.67,517.44,0.46,731,22.6,800
2026-02-25 17:00:00,17,Orchid,0.07,0.09,203.86,210.38,1.21,1035,2.56,200
2026-02-25 18:00:00,18,Primula,0.88,0.73,21.26,20.6,0.95,1065,19.84,400
2026-02-25 19:00:00,19,Aglaonema,0.47,0.39,0.0,0.0,1.36,852,8.7,600
2026-02-25 20:00:00,20,Orchid,0.18,0.17,0.0,0.0,1.02,1095,3.44,200
2026-02-25 21:00:00,21,Tomato,0.55,0.43,0.0,0.0,0.41,589,21.0,800
2026-02-25 22:00:00,22,Primula,0.2,0.21,0.0,0.0,0.51,682,7.6,400
2026-02-25 23:00:00,23,Orchid,0.08,0.08,0.0,0.0,0.63,638,2.64,200
2026-02-26 00:00:00,0,Aglaonema,0.7,0.61,0.0,0.0,0.65,715,11.0,600
2026-02-26 01:00:00,1,Primula,0.4,0.35,0.0,0.0,0.47,742,11.2,400
2026-02-26 02:00:00,2,Orchid,0.51,0.37,0.0,0.0,0.57,720,6.08,200
2026-02-26 03:00:00,3,Aglaonema,0.26,0.19,0.0,0.0,0.47,589,6.6,600
2026-02-26 04:00:00,4,Primula,0.41,0.33,0.0,0.0,0.55,666,11.38,400
2026-02-26 05:00:00,5,Primula,0.46,0.32,0.0,0.0,0.65,461,12.28,400
2026-02-26 06:00:00,6,Primula,0.85,0.67,24.67,24.05,0.62,482,19.3,400
2026-02-26 07:00:00,7,Tomato,0.85,0.63,147.69,145.93,0.99,1019,27.0,800
2026-02-26 08:00:00,8,Tomato,0.55,0.4,464.27,512.27,1.22,926,21.0,800
2026-02-26 09:00:00,9,Tomato,0.69,0.54,436.54,492.06,1.2,907,23.8,800
2026-02-26 10:00:00,10,Primula,0.35,0.26,327.08,327.23,0.61,727,10.3,400
2026-02-26 11:00:00,11,Primula,0.73,0.6,253.05,226.96,0.41,620,17.14,400
2026-02-26 12:00:00,12,Aglaonema,0.2,0.16,481.13,551.62,0.41,536,6.0,600
2026-02-26 13:00:00,13,Primula,0.98,0.76,351.86,299.25,0.46,558,21.64,400
2026-02-26 14:00:00,14,Aglaonema,0.06,0.03,505.28,486.71,0.53,724,4.6,600
2026-02-26 15:00:00,15,Orchid,0.92,0.77,93.07,103.41,0.44,490,9.36,200
2026-02-26 16:00:00,16,Primula,0.44,0.36,218.72,230.13,0.52,718,11.92,400
2026-02-26 17:00:00,17,Tomato,0.82,0.68,393.58,381.53,1.25,1070,26.4,800
2026-02-26 18:00:00,18,Tomato,0.61,0.47,254.19,232.52,1.14,952,22.2,800
2026-02-26 19:00:00,19,Orchid,0.7,0.56,87.07,90.77,1.14,1028,7.6,200
2026-02-26 20:00:00,20,Tomato,0.33,0.23,0.0,0.0,1.36,947,16.6,800
2026-02-26 21:00:00,21,Orchid,0.32,0.26,0.0,0.0,0.57,741,4.56,200
2026-02-26 22:00:00,22,Aglaonema,0.44,0.3,0.0,0.0,0.45,633,8.4,600
2026-02-26 23:00:00,23,Aglaonema,0.31,0.28,0.0,0.0,0.51,711,7.1,600
2026-02-27 00:00:00,0,Orchid,0.4,0.34,0.0,0.0,0.64,608,5.2,200
2026-02-27 01:00:00,1,Orchid,0.09,0.09,0.0,0.0,0.49,616,2.72,200
2026-02-27 02:00:00,2,Tomato,0.16,0.14,0.0,0.0,0.47,479,13.2,800
2026-02-27 03:00:00,3,Orchid,0.76,0.59,0.0,0.0,0.65,480,8.08,200
2026-02-27 04:00:00,4,Tomato,0.36,0.24,0.0,0.0,0.42,688,17.2,800
2026-02-27 05:00:00,5,Tomato,0.65,0.52,0.0,0.0,0.65,451,23.0,800
2026-02-27 06:00:00,6,Tomato,0.7,0.52,0.0,0.0,0.62,714,24.0,800
2026-02-27 07:00:00,7,Tomato,0.99,0.83,230.13,251.27,1.06,889,29.8,800
2026-02-27 08:00:00,8,Orchid,0.36,0.3,0.0,0.0,1.12,1032,4.88,200
2026-02-27 09:00:00,9,Orchid,0.94,0.73,36.43,32.6,1.01,1060,9.52,200
2026-02-27 10:00:00,10,Primula,0.41,0.35,216.34,196.62,0.51,604,11.38,400
2026-02-27 11:00:00,11,Primula,0.15,0.16,516.44,528.1,0.63,471,6.7,400
2026-02-27 12:00:00,12,Orchid,0.46,0.33,280.11,279.08,0.48,633,5.68,200
2026-02-27 13:00:00,13,Primula,0.34,0.27,496.86,504.0,0.44,601,10.12,400
2026-02-27 14:00:00,14,Aglaonema,0.64,0.48,657.09,696.98,0.58,664,10.4,600
2026-02-27 15:00:00,15,Primula,0.53,0.38,299.97,342.05,0.64,674,13.54,400
2026-02-27 16:00:00,16,Aglaonema,0.85,0.73,516.59,565.46,0.5,673,12.5,600
2026-02-27 17:00:00,17,Primula,0.37,0.26,70.88,64.51,1.42,1075,10.66,400
2026-02-27 18:00:00,18,Aglaonema,0.16,0.17,127.81,136.01,1.09,931,5.6,600
2026-02-27 19:00:00,19,Aglaonema,0.85,0.69,0.0,0.0,1.16,1094,12.5,600
2026-02-27 20:00:00,20,Primula,0.53,0.38,0.0,0.0,1.39,864,13.54,400
2026-02-27 21:00:00,21,Orchid,0.09,0.03,0.0,0.0,0.6,708,2.72,200
2026-02-27 22:00:00,22,Aglaonema,0.8,0.6,0.0,0.0,0.51,660,12.0,600
2026-02-27 23:00:00,23,Primula,0.64,0.54,0.0,0.0,0.6,573,15.52,400
2026-02-28 00:00:00,0,Orchid,0.13,0.09,0.0,0.0,0.43,463,3.04,200
2026-02-28 01:00:00,1,Tomato,0.89,0.74,0.0,0.0,0.55,457,27.8,800
2026-02-28 02:00:00,2,Orchid,0.97,0.82,0.0,0.0,0.52,655,9.76,200
2026-02-28 03:00:00,3,Tomato,0.88,0.74,0.0,0.0,0.62,548,27.6,800
2026-02-28 04:00:00,4,Orchid,0.82,0.69,0.0,0.0,0.62,475,8.56,200
2026-02-28 05:00:00,5,Primula,0.17,0.14,0.0,0.0,0.59,536,7.06,400
2026-02-28 06:00:00,6,Primula,0.59,0.43,0.0,0.0,0.5,592,14.62,400
2026-02-28 07:00:00,7,Primula,0.05,0.09,179.22,173.6,1.18,874,4.9,400
2026-02-28 08:00:00,8,Tomato,0.66,0.57,481.36,514.42,1.36,1063,23.2,800
2026-02-28 09:00:00,9,Tomato,0.86,0.74,487.85,482.21,1.12,978,27.2,800
2026-02-28 10:00:00,10,Tomato,0.77,0.62,634.67,688.9,0.43,708,25.4,800
2026-02-28 11:00:00,11,Orchid,0.55,0.46,133.45,141.38,0.53,702,6.4,200
2026-02-28 12:00:00,12,Orchid,0.5,0.41,194.99,208.58,0.43,506,6.0,200
2026-02-28 13:00:00,13,Orchid,0.87,0.69,338.12,296.32,0.4,577,8.96,200
2026-02-28 14:00:00,14,Orchid,0.55,0.45,147.91,135.04,0.62,643,6.4,200
2026-02-28 15:00:00,15,Primula,0.78,0.66,394.49,449.65,0.48,475,18.04,400
2026-02-28 16:00:00,16,Aglaonema,0.44,0.4,382.61,377.36,0.62,746,8.4,600
2026-02-28 17:00:00,17,Tomato,0.3,0.23,437.83,431.32,1.26,1023,16.0,800
2026-02-28 18:00:00,18,Aglaonema,0.44,0.36,77.14,76.65,1.11,973,8.4,600
2026-02-28 19:00:00,19,Primula,0.1,0.1,0.0,0.0,0.95,1070,5.8,400
2026-02-28 20:00:00,20,Aglaonema,0.1,0.11,0.0,0.0,1.08,883,5.0,600
2026-02-28 21:00:00,21,Orchid,0.97,0.82,0.0,0.0,0.47,587,9.76,200
2026-02-28 22:00:00,22,Aglaonema,0.51,0.41,0.0,0.0,0.61,495,9.1,600
2026-02-28 23:00:00,23,Tomato,0.64,0.53,0.0,0.0,0.6,689,22.8,800
2026-03-01 00:00:00,0,Primula,0.71,0.52,0.0,0.0,0.45,503,16.78,400
2026-03-01 01:00:00,1,Primula,0.41,0.32,0.0,0.0,0.41,711,11.38,400
2026-03-01 02:00:00,2,Tomato,0.15,0.14,0.0,0.0,0.56,712,13.0,800
2026-03-01 03:00:00,3,Aglaonema,0.57,0.45,0.0,0.0,0.54,669,9.7,600
2026-03-01 04:00:00,4,Primula,0.92,0.75,0.0,0.0,0.56,684,20.56,400
2026-03-01 05:00:00,5,Aglaonema,0.54,0.43,0.0,0.0,0.44,722,9.4,600
2026-03-01 06:00:00,6,Aglaonema,0.64,0.53,7.65,6.66,0.47,600,10.4,600
2026-03-01 07:00:00,7,Primula,0.95,0.8,210.17,223.88,1.15,974,21.1,400
2026-03-01 08:00:00,8,Primula,0.89,0.67,279.21,300.5,1.44,895,20.02,400
2026-03-01 09:00:00,9,Aglaonema,0.77,0.64,319.04,353.07,1.09,1082,11.7,600
2026-03-01 10:00:00,10,Aglaonema,0.93,0.73,491.37,456.34,0.54,517,13.3,600
2026-03-01 11:00:00,11,Primula,0.5,0.39,399.69,347.31,0.51,636,13.0,400
2026-03-01 12:00:00,12,Tomato,0.65,0.57,941.38,816.52,0.4,465,23.0,800
2026-03-01 13:00:00,13,Aglaonema,0.9,0.73,700.31,794.65,0.5,692,13.0,600
2026-03-01 14:00:00,14,Primula,0.86,0.64,388.21,374.65,0.57,459,19.48,400
2026-03-01 15:00:00,15,Orchid,0.21,0.2,280.98,292.06,0.56,661,3.68,200
2026-03-01 16:00:00,16,Orchid,0.49,0.41,54.33,57.0,0.6,575,5.92,200
2026-03-01 17:00:00,17,Tomato,0.19,0.12,257.47,250.15,1.4,937,13.8,800
2026-03-01 18:00:00,18,Orchid,0.72,0.58,0.0,0.0,1.35,1037,7.76,200
2026-03-01 19:00:00,19,Primula,0.37,0.32,0.0,0.0,0.97,869,10.66,400
2026-03-01 20:00:00,20,Primula,0.82,0.65,0.0,0.0,1.23,1049,18.76,400
2026-03-01 21:00:00,21,Primula,0.48,0.41,0.0,0.0,0.55,477,12.64,400
2026-03-01 22:00:00,22,Primula,0.19,0.11,0.0,0.0,0.58,645,7.42,400
2026-03-01 23:00:00,23,Tomato,0.31,0.28,0.0,0.0,0.42,674,16.2,800
2026-03-02 00:00:00,0,Aglaonema,0.34,0.25,0.0,0.0,0.6,733,7.4,600
2026-03-02 01:00:00,1,Orchid,0.44,0.36,0.0,0.0,0.58,706,5.52,200
2026-03-02 02:00:00,2,Orchid,0.06,0.02,0.0,0.0,0.58,544,2.48,200
2026-03-02 03:00:00,3,Primula,0.2,0.18,0.0,0.0,0.5,525,7.6,400
2026-03-02 04:00:00,4,Aglaonema,0.46,0.4,0.0,0.0,0.4,588,8.6,600
2026-03-02 05:00:00,5,Aglaonema,0.72,0.6,0.0,0.0,0.46,522,11.2,600
2026-03-02 06:00:00,6,Aglaonema,0.73,0.63,0.0,0.0,0.49,657,11.3,600
2026-03-02 07:00:00,7,Aglaonema,0.38,0.32,21.14,24.31,1.05,951,7.8,600
2026-03-02 08:00:00,8,Aglaonema,0.44,0.4,158.16,149.69,1.01,1009,8.4,600
2026-03-02 09:00:00,9,Primula,0.82,0.7,293.66,290.26,1.33,1092,18.76,400
2026-03-02 10:00:00,10,Tomato,0.08,0.05,681.58,707.55,0.52,488,11.6,800
2026-03-02 11:00:00,11,Aglaonema,0.42,0.38,673.72,602.93,0.56,591,8.2,600
2026-03-02 12:00:00,12,Orchid,0.33,0.31,95.37,88.73,0.48,546,4.64,200
2026-03-02 13:00:00,13,Primula,0.35,0.3,495.95,497.0,0.58,532,10.3,400
2026-03-02 14:00:00,14,Orchid,0.55,0.42,319.69,280.86,0.44,610,6.4,200
2026-03-02 15:00:00,15,Aglaonema,0.33,0.3,571.04,643.82,0.45,453,7.3,600
2026-03-02 16:00:00,16,Orchid,0.95,0.74,21.0,19.52,0.44,650,9.6,200
2026-03-02 17:00:00,17,Tomato,0.35,0.27,473.13,412.97,1.35,1042,17.0,800
2026-03-02 18:00:00,18,Aglaonema,0.47,0.42,188.06,164.71,1.17,963,8.7,600
2026-03-02 19:00:00,19,Aglaonema,0.28,0.27,139.78,123.8,1.03,1069,6.8,600
2026-03-02 20:00:00,20,Tomato,0.24,0.18,0.0,0.0,1.08,1075,14.8,800
2026-03-02 21:00:00,21,Aglaonema,0.93,0.71,0.0,0.0,0.58,533,13.3,600
2026-03-02 22:00:00,22,Tomato,0.38,0.35,0.0,0.0,0.55,529,17.6,800
2026-03-02 23:00:00,23,Orchid,0.24,0.17,0.0,0.0,0.57,633,3.92,200
2026-03-03 00:00:00,0,Tomato,0.76,0.64,0.0,0.0,0.53,631,25.2,800
2026-03-03 01:00:00,1,Primula,0.68,0.53,0.0,0.0,0.46,695,16.24,400
2026-03-03 02:00:00,2,Primula,0.99,0.8,0.0,0.0,0.47,663,21.82,400
2026-03-03 03:00:00,3,Aglaonema,0.68,0.57,0.0,0.0,0.4,577,10.8,600
2026-03-03 04:00:00,4,Aglaonema,0.63,0.49,0.0,0.0,0.53,461,10.3,600
2026-03-03 05:00:00,5,Orchid,0.64,0.56,0.0,0.0,0.54,646,7.12,200
2026-03-03 06:00:00,6,Aglaonema,0.7,0.6,81.7,77.59,0.63,631,11.0,600
2026-03-03 07:00:00,7,Tomato,0.97,0.76,221.25,188.72,1.18,1064,29.4,800
2026-03-03 08:00:00,8,Orchid,0.71,0.58,194.66,178.87,1.15,1026,7.68,200
2026-03-03 09:00:00,9,Aglaonema,0.72,0.62,358.97,350.87,1.23,1057,11.2,600
2026-03-03 10:00:00,10,Orchid,0.42,0.31,89.86,84.0,0.6,606,5.36,200
2026-03-03 11:00:00,11,Tomato,0.08,0.03,628.26,647.52,0.43,647,11.6,800
2026-03-03 12:00:00,12,Aglaonema,0.78,0.65,550.5,469.19,0.63,616,11.8,600
2026-03-03 13:00:00,13,Primula,0.93,0.77,352.52,360.56,0.58,529,20.74,400
2026-03-03 14:00:00,14,Tomato,0.46,0.34,855.71,758.97,0.44,486,19.2,800
2026-03-03 15:00:00,15,Tomato,0.9,0.71,707.2,770.83,0.48,491,28.0,800
2026-03-03 16:00:00,16,Aglaonema,0.47,0.37,542.8,540.1,0.54,690,8.7,600
2026-03-03 17:00:00,17,Tomato,0.74,0.64,371.73,337.02,1.45,918,24.8,800
2026-03-03 18:00:00,18,Primula,0.54,0.4,144.37,154.59,0.98,855,13.72,400
2026-03-03 19:00:00,19,Tomato,0.95,0.79,2.87,2.48,0.99,1048,29.0,800
2026-03-03 20:00:00,20,Primula,0.33,0.29,0.0,0.0,1.26,967,9.94,400
2026-03-03 21:00:00,21,Primula,0.46,0.41,0.0,0.0,0.45,717,12.28,400
2026-03-03 22:00:00,22,Tomato,0.82,0.67,0.0,0.0,0.53,620,26.4,800
2026-03-03 23:00:00,23,Aglaonema,0.84,0.72,0.0,0.0,0.56,740,12.4,600
2026-03-04 00:00:00,0,Orchid,0.89,0.67,0.0,0.0,0.41,578,9.12,200
2026-03-04 01:00:00,1,Orchid,0.67,0.55,0.0,0.0,0.45,731,7.36,200
2026-03-04 02:00:00,2,Aglaonema,0.9,0.69,0.0,0.0,0.42,533,13.0,600
2026-03-04 03:00:00,3,Tomato,0.05,0.04,0.0,0.0,0.63,735,11.0,800
2026-03-04 04:00:00,4,Aglaonema,0.44,0.37,0.0,0.0,0.61,733,8.4,600
2026-03-04 05:00:00,5,Primula,0.55,0.46,0.0,0.0,0.6,622,13.9,400
2026-03-04 06:00:00,6,Orchid,0.49,0.38,6.65,6.36,0.52,742,5.92,200
2026-03-04 07:00:00,7,Aglaonema,0.75,0.58,67.37,65.19,1.37,915,11.5,600
2026-03-04 08:00:00,8,Aglaonema,0.14,0.09,364.43,331.59,0.98,1010,5.4,600
2026-03-04 09:00:00,9,Orchid,0.61,0.48,255.58,230.7,1.05,887,6.88,200
2026-03-04 10:00:00,10,Primula,0.38,0.31,357.9,390.1,0.46,479,10.84,400
2026-03-04 11:00:00,11,Orchid,0.39,0.28,308.03,345.98,0.62,586,5.12,200
2026-03-04 12:00:00,12,Aglaonema,0.92,0.74,447.54,479.81,0.56,503,13.2,600
2026-03-04 13:00:00,13,Primula,0.63,0.46,265.46,231.86,0.43,715,15.34,400
2026-03-04 14:00:00,14,Tomato,0.8,0.65,880.67,805.39,0.57,518,26.0,800
2026-03-04 15:00:00,15,Tomato,0.16,0.1,626.64,705.45,0.52,454,13.2,800
2026-03-04 16:00:00,16,Aglaonema,0.78,0.64,379.84,330.88,0.57,486,11.8,600
2026-03-04 17:00:00,17,Tomato,0.77,0.58,479.79,423.38,1.39,981,25.4,800
2026-03-04 18:00:00,18,Primula,0.07,0.04,100.63,86.8,0.96,1001,5.26,400
2026-03-04 19:00:00,19,Primula,0.14,0.12,0.0,0.0,1.41,999,6.52,400
2026-03-04 20:00:00,20,Orchid,0.99,0.8,0.0,0.0,1.0,1065,9.92,200
2026-03-04 21:00:00,21,Primula,0.23,0.22,0.0,0.0,0.51,740,8.14,400
2026-03-04 22:00:00,22,Tomato,0.63,0.55,0.0,0.0,0.52,750,22.6,800
2026-03-04 23:00:00,23,Tomato,0.82,0.62,0.0,0.0,0.61,698,26.4,800
2026-03-05 00:00:00,0,Tomato,0.61,0.45,0.0,0.0,0.54,503,22.2,800
2026-03-05 01:00:00,1,Orchid,0.11,0.09,0.0,0.0,0.4,750,2.88,200
2026-03-05 02:00:00,2,Primula,0.92,0.71,0.0,0.0,0.42,529,20.56,400
2026-03-05 03:00:00,3,Primula,0.98,0.82,0.0,0.0,0.62,516,21.64,400
2026-03-05 04:00:00,4,Orchid,0.07,0.1,0.0,0.0,0.41,599,2.56,200
2026-03-05 05:00:00,5,Aglaonema,0.24,0.18,0.0,0.0,0.58,609,6.4,600
2026-03-05 06:00:00,6,Tomato,0.86,0.68,0.0,0.0,0.64,670,27.2,800
2026-03-05 07:00:00,7,Orchid,0.71,0.54,0.0,0.0,1.34,1010,7.68,200
2026-03-05 08:00:00,8,Tomato,0.19,0.15,290.68,318.34,1.32,863,13.8,800
2026-03-05 09:00:00,9,Primula,0.96,0.8,274.18,251.33,1.37,972,21.28,400
2026-03-05 10:00:00,10,Orchid,0.64,0.48,270.88,301.23,0.61,538,7.12,200
2026-03-05 11:00:00,11,Tomato,0.78,0.62,622.51,700.95,0.44,643,25.6,800
2026-03-05 12:00:00,12,Aglaonema,0.18,0.15,615.08,542.2,0.65,587,5.8,600
2026-03-05 13:00:00,13,Orchid,0.15,0.08,109.51,119.77,0.65,605,3.2,200
2026-03-05 14:00:00,14,Primula,0.37,0.25,439.08,441.62,0.45,487,10.66,400
2026-03-05 15:00:00,15,Primula,0.8,0.67,323.68,352.65,0.58,604,18.4,400
2026-03-05 16:00:00,16,Aglaonema,0.58,0.43,332.45,374.23,0.46,674,9.8,600
2026-03-05 17:00:00,17,Primula,0.94,0.76,78.35,79.35,1.16,946,20.92,400
2026-03-05 18:00:00,18,Tomato,0.95,0.8,169.77,171.64,1.19,997,29.0,800
2026-03-05 19:00:00,19,Tomato,0.11,0.07,37.65,36.95,0.96,865,12.2,800
2026-03-05 20:00:00,20,Tomato,0.31,0.25,0.0,0.0,0.99,986,16.2,800
2026-03-05 21:00:00,21,Orchid,0.23,0.14,0.0,0.0,0.57,683,3.84,200
2026-03-05 22:00:00,22,Tomato,0.75,0.58,0.0,0.0,0.61,559,25.0,800
2026-03-05 23:00:00,23,Aglaonema,0.76,0.65,0.0,0.0,0.53,649,11.6,600
2026-03-06 00:00:00,0,Aglaonema,0.79,0.65,0.0,0.0,0.55,527,11.9,600
2026-03-06 01:00:00,1,Tomato,0.76,0.56,0.0,0.0,0.61,614,25.2,800
2026-03-06 02:00:00,2,Aglaonema,0.24,0.18,0.0,0.0,0.6,508,6.4,600
2026-03-06 03:00:00,3,Primula,0.25,0.24,0.0,0.0,0.55,568,8.5,400
2026-03-06 04:00:00,4,Aglaonema,0.63,0.55,0.0,0.0,0.42,601,10.3,600
